Cuenta,EtiquetaReal,Edad,Genero,#Dependientes,NivelEducacion,EstadoCivil,CategoriaIngreso,CategoriaTarjeta,MesesEnBanco,#Productos,MesInactivoUltAnio,#ContactosUltAnio,CreditoLimite,SaldoGastado,SaldoAbierto,CambioMontoTransaccion,ImporteTransaccionesUltAnio,#TransaccionesUltAnio,Cambio#Transacciones,VelocidadUso
809846283,Existing Customer,42,F,0.8,Unknown,Married,Less than $40K,Blue,36.6,3.4,3.7,0.3,1860.9,-322.843719572649,2183.74371957265,0.442648874074786,4189,77.2643331476623,0.664600427440989,0.012197495293646
708427908,Existing Customer,53.6,F,2.9,College,Unknown,Less than $40K,Blue,37.5,6.7,2.9,0.2,2388.2,1344.57038421198,1043.62961578802,0.81155156316423,4383.2,84.0572154682136,0.676212474527601,0.738825485539296
708708858,Attrited Customer,51.5,F,1.2,Graduate,Single,Less than $40K,Blue,31,-1,3,3.7,2485.7,723.840882227455,1761.85911777254,0.833247688818778,2461.7,43.7992727183372,0.481469003621235,0.266045748453046
708538608,Existing Customer,52.4,F,3.4,College,Married,Unknown,Blue,35.8,5.1,3.8,3.2,3937.9,-107.40975449749,4045.30975449749,0.433411269027604,4258.6,75.2377429819265,0.876579785381921,0.05339431701923
719100633,Existing Customer,39.2,M,0.5,High School,Single,$120K +,Silver,35.6,3.1,4.9,2.4,34691.3,1228.43862986061,33462.8613701394,0.971877374910598,3561.9,73.6693165508918,0.99477488981645,0.045324827768812
789328083,Attrited Customer,39.1,F,4.9,High School,Married,Less than $40K,Blue,30.8,7.1,3.3,3.1,3353.9,-466.929071661885,3820.82907166188,0.755755507010303,2789.5,44.2192151517496,0.653335671122886,-0.008327556877556
716421633,Attrited Customer,44.1,F,3.6,Graduate,Married,Less than $40K,Blue,31.4,4.1,2.3,4.5,3780.9,406.412085700952,3374.48791429905,0.821852248093879,3007.7,42.7583083029013,0.297456461765252,0.034872456328054
712667958,Existing Customer,41.9,M,4,Uneducated,Single,$120K +,Blue,35.6,5.4,3.3,2.1,5486,2397.13636124927,3088.86363875073,0.739621214972661,3573.1,68.9419354139888,1.13564604839485,0.378551020417186
708100533,Existing Customer,52.5,F,3.8,College,Single,Less than $40K,Blue,32.3,5,2.6,2.2,2706,2496.42649161515,209.57350838485,0.665838129778431,5217,89.7910290371476,0.73231113645683,0.754287057758846
778669608,Existing Customer,49.1,F,5.6,Unknown,Married,$40K - $60K,Blue,24.4,6.6,2.9,1.4,1794.7,-571.899302663092,2366.59930266309,0.915482524348048,5101.4,80.4579157299418,0.695924648903545,0.067257667822445
714688833,Existing Customer,46.2,F,3.7,High School,Unknown,Less than $40K,Blue,37.5,4.7,1.2,1.2,2682.4,-206.961218346109,2889.36121834611,0.694668190680114,4593.9,101.773175832802,0.754416212526198,-0.038899989804339
789662283,Attrited Customer,51.3,F,4.5,High School,Married,Less than $40K,Blue,35.7,4.1,2.9,3.8,1869.7,110.909990141333,1758.79000985867,1.00190652316377,2977.5,44.1136257404874,0.514002244957571,0.018438877040914
720768258,Existing Customer,51.5,F,1,Graduate,Single,Less than $40K,Blue,29.7,5.3,1.6,1.5,3553.6,2160.03152531537,1393.56847468463,0.612478997348055,4954.9,62.6846796985988,0.551299046053509,0.691498212577411
714075708,Existing Customer,46.2,M,4.5,Uneducated,Divorced,$80K - $120K,Gold,39.9,3.4,2.1,0.1,34493.9,1271.38665158693,33222.5133484131,0.543735517469682,4961,64.0639957184919,0.648479734330549,0.046923226252252
787475433,Existing Customer,35.3,F,2.8,Doctorate,Single,Unknown,Blue,27.7,4.5,1.8,2.7,7072.7,620.072273692809,6452.62772630719,0.661922589843372,5017.9,73.6537962001193,0.538187158034815,0.106638164297156
719018208,Attrited Customer,52,F,1.1,Doctorate,Married,Unknown,Blue,50.5,4.7,4.7,3.3,7660.1,-375.845194751026,8035.94519475103,1.06639735454466,2305.4,39.9935110077792,0.625783087934695,0.06928925942076
719835033,Existing Customer,43.7,M,5.4,College,Married,$80K - $120K,Blue,29,4,4,3,13206.1,1100.54423976092,12105.5557602391,0.95043146036999,4240.6,67.1789799350368,0.728538266226864,-0.027909760856883
771854808,Existing Customer,46.9,M,5.6,Graduate,Married,$60K - $80K,Blue,37.4,7.3,1.3,2.1,2813.4,1659.07738810069,1154.32261189931,0.554495914622776,3977.9,68.5711412819878,0.702391813828402,0.756825952663645
713019783,Existing Customer,38.2,F,3.4,High School,Married,$40K - $60K,Blue,38.6,4.6,2.7,2.5,2688.8,1422.10172027521,1266.69827972479,0.859769311099509,3847.6,69.2435625924101,0.900133073175291,0.580306787969233
801366783,Existing Customer,53.7,F,1.7,College,Single,Less than $40K,Blue,44.6,4.7,2.3,2.6,4284.1,1948.59480409128,2335.50519590872,0.387000781768092,4451.5,84.3464510502253,0.890495742307305,0.372434386405792
771723408,Attrited Customer,34.9,F,3.5,Unknown,Single,Less than $40K,Blue,27.2,2,2.5,4.7,1911.9,279.961327756197,1631.9386722438,0.749138030957993,2477.2,55.7398361181541,0.798881122090766,0.007115635141314
715117008,Existing Customer,39.8,M,4.7,Uneducated,Married,$40K - $60K,Blue,32.4,2.9,2.5,2.8,1335.4,19.7954741956881,1315.60452580431,0.702632652978085,4611.2,87.1800381493928,0.56501470227059,0.076559349842417
713569158,Attrited Customer,43.7,F,3.7,High School,Single,$40K - $60K,Blue,35.2,1.6,2.5,2.7,1778.8,1346.68555337359,432.11444662641,0.533916497201933,2348.8,52.3654586935518,0.55341954662953,0.933506147176993
717972408,Existing Customer,41.7,M,1.5,Uneducated,Married,$80K - $120K,Blue,33.1,7.8,2.5,3.4,2363.1,2553.02818526582,-189.92818526582,0.579191321283928,3505.9,82.2558369216795,0.621933006115274,0.842232075768013
710476908,Existing Customer,41.8,F,2.1,Graduate,Married,Unknown,Blue,24.6,3.5,2.6,3.6,9053.4,515.697768816193,8537.70223118381,1.12302725025554,4726,82.9268013334445,0.901408007337028,0.070233751882979
709343433,Existing Customer,36.2,F,3.7,Graduate,Single,Less than $40K,Blue,26.3,5.1,3.3,3,2960.9,2420.82340687324,540.07659312676,0.888780204450327,3743.4,72.5458447550313,0.721244252407216,0.776645601488114
767488908,Existing Customer,42.5,M,5.1,Unknown,Married,$80K - $120K,Blue,38.2,6,2.9,2.7,3590.7,539.120791533624,3051.57920846638,0.660950823260507,4563.4,65.8580797934022,0.837389392231626,0.046684375787409
780034083,Existing Customer,45.1,F,3.1,High School,Married,$40K - $60K,Blue,36.1,3.4,1.1,2.8,2260.2,174.213169954284,2085.98683004572,0.937338203922835,4802.9,86.6668635157052,0.895292256113411,0.032232321637764
794581533,Existing Customer,54.6,M,2.6,College,Single,$60K - $80K,Blue,40.5,2.3,3.9,3.1,2203.7,1890.48942627751,313.21057372249,0.647632790338614,4149.4,95.7949857275584,0.592001208950503,0.448789349285403
808675083,Existing Customer,61,M,1.3,Graduate,Single,Unknown,Blue,55.4,7,3.1,1.4,4226.8,1272.62488584063,2954.17511415937,1.32468332990743,3682.4,72.2396524878397,0.814841548111354,0.396750324366927
710864358,Existing Customer,48.9,F,2,Doctorate,Married,Unknown,Blue,49.4,5.1,6.9,1.1,6214.8,143.516399042597,6071.2836009574,0.488590637162462,5345.9,80.4577855022154,0.489511796194078,0.053755682902101
708412758,Attrited Customer,35.1,F,1.2,Graduate,Single,Less than $40K,Blue,34,6.7,2.3,3.2,1861.1,-193.325102298138,2054.42510229814,0.753601725406028,2208.6,44.6285803885384,0.515007203368261,-0.085584281148025
713158083,Attrited Customer,57.2,M,0.8,High School,Single,$120K +,Blue,43.7,0.1,3.6,3.9,7566.1,-473.931957106585,8040.03195710659,0.727032337400068,2434.3,45.597343168295,0.78393801476705,0.003863929701318
771037008,Existing Customer,48.2,M,2.7,Uneducated,Married,$80K - $120K,Blue,32.7,2.1,0.1,2.8,13328.9,-424.416493603356,13753.3164936034,1.14056460286503,4260.9,81.6215920426555,1.1695901084537,-0.0400627358085
772143333,Existing Customer,47.3,F,3.4,High School,Single,Less than $40K,Blue,33.7,7.5,2.1,3.7,2754.5,1402.31139055404,1352.18860944596,0.744156074980484,4372.2,78.6872462593635,0.95586652209411,0.789542053357036
711067383,Existing Customer,54.3,M,2.9,Unknown,Single,$120K +,Blue,44.8,7.9,2.3,2.2,10031.4,77.4927106791835,9953.90728932082,0.39993234374905,4116.4,78.4089715037736,0.606701838888369,-0.002872224315897
715710708,Existing Customer,47.7,M,0.9,Unknown,Married,$60K - $80K,Blue,32.5,7.1,2.3,2.4,17685.8,1156.64759991296,16529.152400087,0.569333327327451,4603.3,69.1047536489273,0.627939089403573,0.02837289047831
713858733,Existing Customer,60.4,F,-1.2,Post-Graduate,Married,$40K - $60K,Blue,53.6,5,3.9,2.7,3114.1,1764.32513197233,1349.77486802767,0.457763261880771,4517.9,77.709287921626,0.472043343076582,0.751240053985139
717129333,Existing Customer,36.5,F,2.9,Graduate,Married,$40K - $60K,Blue,26.8,5,1.9,2.4,917.8,374.678078685492,543.121921314508,0.922855071166365,4371.8,66.4987586858491,0.938309328476796,-0.09636647655962
716924958,Attrited Customer,62.1,F,3.7,Graduate,Single,Less than $40K,Blue,51.5,3.3,0.3,3.8,6421.8,1579.36069601426,4842.43930398574,0.570582082044951,2578.6,51.9900137730594,0.725067025142375,0.220665926085126
771500358,Existing Customer,40.8,F,2.1,Uneducated,Divorced,Less than $40K,Blue,30.6,4.2,3.1,0.7,4694.4,1539.54223305055,3154.85776694945,0.588811094649385,3974.9,83.746336889143,0.645195493333997,0.209767929559127
711531858,Attrited Customer,50.2,F,5.3,Unknown,Married,Less than $40K,Blue,42.2,4.2,3.8,3.3,2431.6,1861.82402512393,569.77597487607,0.380572123640246,1911.8,36.9532649881471,0.380785076209907,0.426440466212368
715060158,Existing Customer,41.1,F,2.3,Graduate,Single,Less than $40K,Blue,21.4,3.3,2.2,2.9,2168.8,1028.86674586717,1139.93325413283,0.465474009075213,3590.2,73.3611433513235,0.703880244121782,0.747903728972263
779725833,Existing Customer,41.6,M,3.3,Graduate,Single,$60K - $80K,Blue,23,5.7,3.9,1.1,11602.2,2252.6459241231,9349.5540758769,1.04789169106814,5027.1,70.5889315215674,0.620545414736072,0.149619298652403
771020133,Existing Customer,47.9,F,3.7,Uneducated,Single,Less than $40K,Blue,33.7,2.3,3.2,0,2955.8,1671.28578866457,1284.51421133543,0.863294077873287,4214.9,80.7803354034869,0.720683150038976,0.678106792358289
819943458,Attrited Customer,59.4,M,3.1,Graduate,Single,$120K +,Blue,49,4.9,4.8,2.3,34550.1,869.418619755306,33680.6813802447,0.463553239519061,1507.9,41.4944819479638,0.740799221315261,0.124840077303381
717094758,Existing Customer,40.9,F,4.3,Post-Graduate,Married,Unknown,Blue,33.6,3.6,2.1,0.1,8348.3,-38.6167340103469,8386.91673401035,0.910248858558708,4752.7,82.8334034509174,0.724757434018673,0.034182440177081
772073508,Attrited Customer,50.7,F,1.2,College,Single,Less than $40K,Blue,43.6,5.6,3.4,7,2095.2,-475.657198609958,2570.85719860996,0.528393079079274,2652.9,40.6191133372856,0.16646022048289,0.066641307350312
813905508,Existing Customer,54.5,F,5,Uneducated,Single,Less than $40K,Blue,50.6,3.7,3.1,3.9,1903.2,1017.79177247568,885.40822752432,0.647781653123647,3853,75.4666698332891,0.626221271003266,0.585003976056483
709603608,Existing Customer,36,M,3.9,Uneducated,Married,$60K - $80K,Blue,22.5,5.8,1,1,2682.3,2137.82111026485,544.47888973515,0.587762194061367,4507.6,67.3868691909194,0.48368507203005,0.740578710242046
804661083,Existing Customer,52.7,M,-1.2,Graduate,Single,$80K - $120K,Blue,47.1,4.8,2.1,2.4,1828.1,2017.54537503038,-189.44537503038,0.677320871475214,4773.3,76.0468913459272,0.70579174591642,0.701806990334126
718497033,Existing Customer,54.2,M,2.3,High School,Married,$120K +,Blue,38.5,6.5,2,3,31192.1,-189.33578968962,31381.4357896896,0.870699947232625,3929.1,50.6837358932079,0.727732474951181,0.030316252198035
714045783,Attrited Customer,37.2,F,1.9,Graduate,Married,$40K - $60K,Blue,27.2,1.4,1.3,5.5,2637.6,1530.21512836943,1107.38487163057,0.605287220347491,2255.3,46.8255566443881,0.515328481405208,0.732203989407158
721092783,Existing Customer,47.8,M,3.1,Graduate,Married,$80K - $120K,Blue,33.9,5.3,3.4,0.1,19536.8,1801.42637630575,17735.3736236943,0.512821318484505,3891.9,73.6074774382411,0.38884370959379,0.08260902722597
818502708,Existing Customer,52,F,0,Uneducated,Single,$40K - $60K,Blue,49.5,5.9,2.6,2.3,2201,2238.97304629584,-37.97304629584,1.07222929960358,5020.4,87.8333188225741,0.990387780227471,0.715910009438518
712942308,Existing Customer,43.7,M,3.8,Doctorate,Single,$60K - $80K,Blue,35.6,4.8,1,4,11264,1261.50973300525,10002.4902669948,0.93490404525406,3752.8,64.4521354473949,0.562973107266785,0.149538517766443
720595083,Existing Customer,37.9,F,3.1,Unknown,Married,Less than $40K,Blue,31.5,4.6,1.2,2.6,1842.8,1478.3108497284,364.4891502716,0.46994089801438,4787.8,69.4651935322843,1.06231908351771,0.860574816119789
787501758,Existing Customer,48.8,F,1.9,High School,Single,Less than $40K,Blue,43.2,5.1,1.6,0.1,3522.7,1683.22180257765,1839.47819742235,0.615816005564217,4106.7,74.9369887694964,0.683280145213863,0.390806723739401
714652383,Existing Customer,50.8,F,4.3,Graduate,Married,Less than $40K,Blue,32.1,3.3,3,2,1422.4,-534.93038994481,1957.33038994481,0.922206647905226,4551,71.3199730851288,0.972627671638673,-0.096179751916136
709368483,Existing Customer,58.3,M,0.1,Graduate,Married,$40K - $60K,Blue,46.4,5.5,2.4,1.4,1263.7,-236.291981207381,1499.99198120738,0.795046077068465,4229.5,71.0562900343429,0.472716770301732,-0.079012873291941
716272158,Attrited Customer,39,F,1.5,College,Married,$40K - $60K,Blue,19,6.7,2.3,4.1,4786.9,2788.75781200556,1998.14218799444,0.931926761720106,2921.2,56.6008849115994,0.418110368638373,0.520176328427453
717073308,Existing Customer,45.7,F,1.9,College,Married,Less than $40K,Blue,35,3.8,5.6,1.7,3130.8,701.850087011017,2428.94991298898,1.06815641567758,4582.6,78.8307325883915,0.771744757826389,0.30949703677749
789105183,Existing Customer,52.1,M,4.5,Post-Graduate,Single,$80K - $120K,Silver,44.9,1.1,2,1.4,34192.8,2446.48162139433,31746.3183786057,0.480957718297051,4472.5,88.9411437064481,0.913215829547763,0.151723469427923
721305408,Existing Customer,48.6,F,2.1,Graduate,Married,Less than $40K,Blue,40.4,4.3,2.8,0.6,3381.7,-195.657888754917,3577.35788875492,0.756853942828979,4484.9,76.3225239826914,0.800287760636865,-0.042209219397048
779217333,Existing Customer,57.3,F,-1.7,Graduate,Divorced,Less than $40K,Blue,50,5.7,2.7,3.5,2178.8,1558.44813123785,620.35186876215,0.926343541297091,4162.1,76.0419849755413,1.12780545869856,0.724920600072626
717695058,Existing Customer,47.6,F,4,High School,Married,Unknown,Blue,36.1,2.3,0.9,2.5,3707.2,-371.98289291535,4079.18289291535,0.837257196482352,4696,73.7172063754308,0.699859617027314,0.02557973127381
817094283,Existing Customer,41.3,F,6.8,Graduate,Married,Less than $40K,Blue,21.5,4.3,2.4,3,9154.5,1247.85889828498,7906.64110171502,0.482530853167177,5262.7,74.30395622986,0.803458895459512,0.153476206519413
716932308,Existing Customer,35.9,F,2.8,College,Married,Unknown,Blue,25.1,6.9,1.3,2.3,5136.1,1024.82730206134,4111.27269793866,0.887848399968751,4502.2,73.4613799660504,0.879081769835824,0.195035032282019
717534108,Existing Customer,46.2,F,1.1,High School,Divorced,$40K - $60K,Blue,45,4.1,0.1,2.5,2633.9,1284.24329742645,1349.65670257355,0.815272233141285,4472.2,82.8936120876327,0.816027069789213,0.600174367220095
790141308,Existing Customer,43.9,M,1,College,Married,$80K - $120K,Blue,40.7,6.1,2.6,0.8,7698.6,92.4054447552194,7606.19455524478,0.518149550723851,4139.8,72.2297432481863,0.950018743000712,-0.039108448272001
827451333,Attrited Customer,52.5,F,3,Uneducated,Married,Less than $40K,Blue,49.3,2.2,5.4,2.6,1870.8,291.663030087214,1579.13696991279,0.38989955994187,2687,40.2044818741869,0.267286583543509,-0.089254276548301
714228558,Existing Customer,38.9,M,3.3,High School,Single,$80K - $120K,Blue,40,4,2.3,2.2,3516.2,-123.983325335713,3640.18332533571,0.953274253893998,4577.3,83.2226021761684,0.670931984388404,-0.064243477776503
797668983,Existing Customer,41,F,5.7,Graduate,Married,Less than $40K,Blue,39.5,4.4,3,0.8,930.9,344.479680907062,586.420319092938,0.751412408121898,4670.9,65.0292357647229,0.522844411352032,-0.024021058513144
717202083,Attrited Customer,44.4,M,1.8,Unknown,Single,$80K - $120K,Blue,38.3,0.2,2.1,2.2,6599.1,105.528632137099,6493.5713678629,0.549079657086085,2813.9,43.713120869913,0.627377897129998,-0.094037856983381
789900633,Existing Customer,50.7,F,1.3,High School,Married,$40K - $60K,Blue,41.8,5.8,3.9,2.6,2933.6,1016.86392226931,1916.73607773069,0.514366020355593,4021.8,67.2837773466094,0.603902994903536,0.463481063903016
709902108,Existing Customer,50.8,M,3.7,High School,Married,$80K - $120K,Blue,40.7,3.7,3,1.6,7656.1,772.031171764196,6884.0688282358,0.684133351162252,4752.8,71.1855436710112,1.063164532018,0.15265360540198
819752133,Existing Customer,38.2,M,1.1,High School,Divorced,$80K - $120K,Blue,34.8,6.2,2.7,1.6,1430.4,1389.12932598814,41.2706740118601,1.00134678857666,4726.5,77.0184664333372,1.0266244288378,0.586940289646447
711061908,Existing Customer,47.1,F,1.2,Graduate,Married,Less than $40K,Blue,39.2,5.6,1.3,2.5,1214.4,565.43410488048,648.96589511952,0.903090712784234,4197.6,48.5737419574012,1.03960809738451,0.434924317056856
744231708,Existing Customer,45.2,F,2.3,Graduate,Married,Less than $40K,Blue,43,4.7,2.5,3.5,1819.8,419.032685790863,1400.76731420914,0.407169742252209,4040.7,65.9331114734312,0.844112650286803,0.478774349163397
711780108,Existing Customer,44.7,F,2.4,Doctorate,Divorced,Less than $40K,Blue,35.3,5,2.9,1.9,3827.9,2099.32507233786,1728.57492766214,0.382205348989772,4527.9,81.9091359271233,0.651316650091381,0.373787016504398
721418133,Existing Customer,43.8,F,3.7,Graduate,Single,Less than $40K,Blue,37.7,4.6,1.3,3.6,1790.5,863.824411497533,926.675588502467,0.878818531836177,4578.6,79.1375321155669,0.848138542675507,0.555457203172628
809068983,Existing Customer,39.1,F,0.2,Graduate,Married,Less than $40K,Blue,31.3,4.9,0.6,2.4,3797.5,256.172941151762,3541.32705884824,0.577335904766505,5362.5,88.2250305073071,0.637281953723957,0.093104829352599
718967433,Existing Customer,36.3,F,1.6,High School,Divorced,Less than $40K,Blue,40.7,1.9,5.9,3.2,2909.8,-35.6678815152947,2945.46788151529,0.602787063446846,4819.9,84.5920838034312,0.812337486510706,0.034659986358361
720256158,Existing Customer,49.7,F,2.9,High School,Married,Unknown,Blue,39.5,3.8,1.9,3.5,2791.7,-132.718489913526,2924.41848991353,0.397857470333634,4334.5,79.8118071844934,0.370215765141648,0.089950814218491
719505483,Existing Customer,53.3,F,-0.3,Uneducated,Married,Unknown,Blue,34.8,7.5,2.2,1.9,5891.5,-145.080244640368,6036.58024464037,0.4460049555481,4488.9,83.8406797170083,0.638664741374897,0.041858785277116
772220433,Existing Customer,43.6,M,1.1,College,Unknown,$60K - $80K,Blue,34,7,2.3,1.6,15612,1344.15731440858,14267.8426855914,0.924135708535533,4565,74.8059394436457,0.925495809228219,0.060303605128312
789692283,Existing Customer,47.5,F,4,College,Single,Less than $40K,Blue,31.2,3.7,3.3,2.5,5467.2,62.241053625444,5404.95894637456,0.663627799255135,4697.7,59.2639275636932,0.681200794492714,0.068246547734718
815091333,Existing Customer,49.6,F,3.3,Unknown,Married,Less than $40K,Blue,41.8,4.1,1.7,2,2775.2,2142.32190512231,632.87809487769,0.753836294632101,4678.4,72.9160190770859,1.13867741171789,0.779950599650428
778732158,Existing Customer,49.4,F,1.6,Uneducated,Unknown,Unknown,Blue,28.1,4.5,0.1,3.6,1404.1,0.248136062452772,1403.85186393755,0.389642347042821,3946.7,84.6245196541335,0.9199125613464,-0.069797549978927
714083208,Existing Customer,44.1,F,4,College,Married,Less than $40K,Blue,39.7,5.6,1.4,1.2,1176.8,1722.45703144485,-545.65703144485,0.646502774958545,4705.2,80.8317307366037,0.735038815597412,0.867906909504568
716559108,Existing Customer,45.2,F,-0.1,High School,Single,Less than $40K,Blue,37,4.1,2.5,4,2782.9,2352.79046861977,430.10953138023,0.623626076167527,4378.4,69.4223747237238,0.808771718851113,0.912646882116058
768814983,Existing Customer,37.8,F,1.8,Unknown,Married,Less than $40K,Blue,35.4,1.2,0,2.5,2948.2,1948.68937726543,999.51062273457,0.765567515463618,4535,89.0948213056397,0.952106402840338,0.496851416582953
708499608,Existing Customer,49.7,M,6.5,Post-Graduate,Single,$40K - $60K,Silver,38.7,7.9,1.1,2.5,15917.7,1033.34940435299,14884.350595647,0.522208156949316,4260.2,75.5478511031256,0.810225960331902,0.066874690274696
794947683,Existing Customer,36.3,F,5.2,Graduate,Single,Less than $40K,Blue,30.8,7.2,2.8,0.9,2365.6,1367.68912825498,997.91087174502,1.01584500972161,4437.8,65.8405169574608,0.760855769786895,0.5751031022436
721529583,Existing Customer,53.5,M,4.1,High School,Single,$80K - $120K,Blue,44,5.6,2.7,2.1,5204.9,2886.47168064752,2318.42831935248,0.64393620797711,3809.1,72.0842871829673,0.707448865767625,0.57751118181536
718976283,Existing Customer,52.8,F,0.2,Unknown,Single,Less than $40K,Blue,37.9,4.3,1.8,2.3,1396.7,666.127282357807,730.572717642193,0.817907834822386,4304.5,70.8609359106387,0.642781854704014,0.658058996456422
711131958,Existing Customer,47.4,F,4.7,Doctorate,Single,$40K - $60K,Blue,44.4,3.7,3.9,3.2,3265.9,1390.23578253033,1875.66421746967,0.710547607397427,4534.2,65.0118531815201,0.685110904216855,0.297655392141095
714396558,Existing Customer,56.1,F,2.9,High School,Married,Less than $40K,Blue,48.6,5.6,1,3.9,939,-1.91491732367388,940.914917323674,0.468047256240621,4932.4,82.1067054440006,0.747593491323926,0.033017228464045
715532208,Existing Customer,64.9,F,1.2,High School,Single,Less than $40K,Blue,59.2,1.8,3.6,2,3719.5,1606.99669053061,2112.50330946939,0.502081881251971,3741.2,65.7188732922144,0.71291073176046,0.447123805768115
806232408,Existing Customer,52.5,F,3.3,Graduate,Married,Unknown,Blue,47.8,6.8,0.2,2.3,11447.8,474.707094526723,10973.0929054733,0.897050426211526,3732.9,61.2317206707876,1.03392448595102,-0.096076483868944
770874483,Existing Customer,54.9,F,2.6,Post-Graduate,Married,Unknown,Blue,38,2.1,1.9,1.4,2389.2,1622.88670658851,766.31329341149,0.430510341632718,4546.2,70.272831524247,0.48107397704599,0.509661758965795
719742108,Attrited Customer,35.2,F,3,High School,Single,Less than $40K,Blue,30.7,4.7,1.2,3.7,3456.6,-153.888351836993,3610.48835183699,0.587717215288719,2211.1,44.2912641103924,0.471149798007025,0.017729344896874
709022883,Existing Customer,42,F,2.8,College,Married,Less than $40K,Blue,35.8,4.3,2.2,1.8,1038.8,-471.978440827257,1510.77844082726,0.766561454178856,4176.9,85.1509654065439,0.577253462855166,0.075041730489702
713463708,Attrited Customer,39.9,F,3.2,Graduate,Single,Less than $40K,Blue,22.5,4.9,2.4,3.5,1511.8,445.265694040996,1066.534305959,0.378509444997305,2770,43.3737439146456,0.348284304049066,-0.044044525742872
779791908,Existing Customer,46.5,F,5.5,Post-Graduate,Single,$40K - $60K,Blue,35.6,6.8,2.1,3.7,3244,-89.0784978355011,3333.0784978355,1.02492138561483,5192.6,83.399546231967,0.852138983125436,-0.07032669329925
712637283,Existing Customer,34.4,F,2.3,Unknown,Unknown,Less than $40K,Blue,28.3,6.1,1.4,1.5,2262.8,1402.54707929535,860.25292070465,0.889850356904268,4893.1,80.3079230213227,0.871319984102468,0.664867503363696
715555833,Existing Customer,48,F,1.6,Unknown,Single,Less than $40K,Blue,30.2,7,2.5,0.4,4869.9,-512.464819330327,5382.36481933033,0.791432858764166,3980.6,80.5376437194394,0.590546065293862,-0.071411840667881
708712833,Existing Customer,47.8,F,4.5,Graduate,Married,Less than $40K,Blue,39.6,4.3,1.4,2.6,2477.2,1449.01986284028,1028.18013715972,0.630048225668891,4191.1,67.732705258793,0.564250776621075,0.436484835635866
717841683,Existing Customer,50.2,M,1.1,Unknown,Married,$60K - $80K,Blue,35.4,5.1,0.4,3.6,22778.8,853.5858702136,21925.2141297864,1.09110921771895,3887.1,72.2794444800976,0.602811764299302,-0.045080673565795
708888633,Attrited Customer,54.6,M,4,Doctorate,Married,$80K - $120K,Blue,40.8,3.8,2.3,2.4,2940.7,1401.39677525765,1539.30322474235,1.06415993014509,2793.8,35.9358301184524,1.01711445904099,0.301810466898622
721012983,Existing Customer,47.5,M,4.4,Doctorate,Married,$80K - $120K,Blue,38.3,7.8,0.2,1.2,12598.3,1265.84409509786,11332.4559049021,0.519129511753425,3268.5,64.245992236823,0.676202354041396,0.073669160908679
720270633,Attrited Customer,39.9,F,3,Graduate,Single,Less than $40K,Blue,40.7,4.1,3.6,0.4,1937.1,-464.034644850676,2401.13464485068,0.966920511024014,2766.3,59.9416718337598,0.252211070624928,-0.099044890431652
708525108,Existing Customer,55.6,F,0,Graduate,Married,Unknown,Blue,49,5.7,3.7,2.3,2431.3,668.722283338747,1762.57771666125,0.722464491987387,4004.6,72.7539983147223,0.902809557851151,0.473183739202809
709621008,Existing Customer,46,M,6.5,Post-Graduate,Single,$60K - $80K,Blue,27.7,7.8,2.3,2,6143.3,943.377772584927,5199.92222741507,1.00441406684991,4374.4,82.5850934762376,0.657358250956734,0.258961314865453
711288558,Existing Customer,42.2,F,4.4,Graduate,Single,Less than $40K,Blue,32.2,7,2.3,1.9,1917.2,1219.72144367865,697.47855632135,0.860438900419819,4398.8,72.5713809906125,0.63979108928017,0.613175911193747
711724083,Attrited Customer,29.2,F,-0.6,Unknown,Single,Less than $40K,Blue,15.3,7.9,1.6,2.7,1790,1223.40707831714,566.59292168286,0.4681581894456,1619.2,42.9643404231406,0.448093006668989,0.826235328709585
712222758,Attrited Customer,40.9,F,1.3,Graduate,Married,Less than $40K,Blue,34.6,3.7,1.3,2,2702.9,-319.065560917214,3021.96556091721,0.532773929821492,2691.2,45.4175609667155,0.170731667490091,-0.066348925145264
713060283,Existing Customer,43.6,F,3.4,Graduate,Married,$40K - $60K,Blue,37.2,5,0.5,3.4,7140.2,1384.82014420326,5755.37985579674,0.970637875640082,3712.8,84.7356628335191,1.12073658241844,0.256801950900075
714308283,Existing Customer,39,M,3.6,Doctorate,Married,$40K - $60K,Blue,33.3,6.6,2.5,2.7,6320.5,1041.28429026836,5279.21570973164,0.378919905711127,4011.8,65.3864907649508,0.572145103034351,0.245398826676133
714086133,Existing Customer,49.6,F,5.4,Uneducated,Single,Less than $40K,Blue,33,5.4,2.3,2.3,2288.2,1747.17706338141,541.02293661859,0.885954809643043,4759.4,89.0464368585298,0.63492206333614,0.569495193021671
718872858,Existing Customer,43.9,F,2.8,High School,Married,Less than $40K,Blue,39.9,6.7,0.8,3.9,3334.6,2698.8309981578,635.7690018422,0.536125014740159,4631.9,76.0260092174794,1.07065597495483,0.505582241817061
715347783,Existing Customer,37.8,M,5.3,High School,Married,Less than $40K,Blue,34.8,1.4,3.6,0.1,4948.7,960.742755741203,3987.9572442588,0.427723058457189,3185.7,57.3771182894389,0.845374771997518,0.303695614538131
709054083,Existing Customer,52.2,F,0.4,Graduate,Unknown,Less than $40K,Blue,34,4.1,1.4,3.5,2906.2,1902.0892861387,1004.1107138613,0.830224532122899,4891.3,83.1700307999325,0.703516514341994,0.732112477374885
